"Photo","Closing Date","Price","Status","Address","Year Built","Sold Price","Levels","Finished SQFT","Below Grade SQFT","Number of Acres","Bedrooms","Total Baths","Garage Capacity","# of 1/2 Baths","Total SQFT","# of Full Baths","# of 3/4 Baths","Contract Date","Days On Market","How Sold","Price Per Sqft","City","County","MLS #","Asking Price","Lot Sq Ft","Neighborhood","Subdivision","Lot Dimensions","Sold Price Per SQFT","Cumulative DOM","Class","Distressed Property","Directions","Days On MLS","Ever Occupied","Excluded Buyer Y/N","FIPS Code","Garage Dimensions","General Date","Geocode Quality","HOA/Condo Fees","Headline","HUD","HotSheet Date","IMAPP Address","IDX Include","Irrigation Assmt","Latitude","PACMLS Supra LockBox","Listing Type","LID Amount Owed","Longitude","Listing Date","Make/Model","New","Proposed New Const. End Date","New Construction (Y/N)","Proposed New Const. Start Date","Off Market Date","Original Price","Park Name","Price Date","Property Type","Public Remarks","Bank-Owned/REO","Rules Y/N","Sale/Rent","Sale Includes","School District","Serial #/VIN","Space Rent","Status Date","State","Tax ID","Special Tax Desig. (Y/N)","Tax Parcel #","Tax Year","Tax Open Spaces","VOW AVM","VOW Address","Zoning Type","Zip","VOW Include","VOW Comment","Video Tour","Virtual Tour","Financing Remarks","Lease Option (Y/N)","Lock Box Serial#","Occupant","Days Under Contract","Basement","Auction","Builder Name","Application Y/N","Associated Document Count","Annual Taxes","Agent Conf. Remarks","Comments / Concessions","1031 Exchange (Y/N)","Percentage of Finished Below-Grade SQFT","Agent Hit Count","Utility Room Size","Utility Room Location","Use BrokerBay","Update Date","Unit/Space #","Unique Property Identifier","Sellers Title Ins. Co","Seller Concessions","RESO Universal Property Identifier","Picture Count","Owner Phone","Owner","Originating MLS","Original MLS ID","Occupant Phone","Lock Box Location","Living Room Size","Living Room Location","Kitchen Size","Kitchen Location","Expiration Date","Dining Room Size","Family Room Location","Family Room Size","Floor Plans Count","Floor Plans Update Date","Input Date","Insp/Feasibility Duration","Bedroom 6 Size","Bedroom 6 Location","Bedroom 5 Size","Bump Period","Client Hit Count","Closing Agent","Cross Street","Den/Study Location","Den/Study Size","Dining Room Location","Bedroom 1 Location","Appraiser","Bedroom 1 Size","Bedroom 2 Location","Bedroom 2 Size","Bedroom 3 Location","Bedroom 3 Size","Bedroom 4 Location","Bedroom 4 Size","Bedroom 5 Location"
"https://cdnparap20.paragonrels.com/ParagonImages/Property/P2/PACMLS/289531/0/120/90/b31c065f67e1a1d87803c599923f6189/2/40ad75c195c5a47d49bc4a3a025a719c/289531-22c2600e-ba58-4af5-ad6e-e3c1594ef1dd.JPG",,"$2,395","Active","1784 Rowan Court","2003",,"2 Story","2,266","0","0.2500","4","3","Three","1","2,266","2","0",,"16",,"$1.06","Richland","Benton","289531","$2,395",,,"ASPEN MEADOWS 3",,,"16","Residential-Single Family",,"From Gage, N on Kapalua,W on Oahu, S on Rowan Ct. Alternate Directions: From Keene, S on Brantingham, E Oahu to Rowan Ct.","16","Yes",,,,"12/23/2025",,,"4 Bed/2.5 Bath House in Richland","No","12/23/2025",,"Y",,,"No","Lease",,,"12/23/2025",,"Existing Construction (Not New)",,"No",,,"$2,395",,"12/23/2025","Site Built-Owned Lot","We do not accept 3rd party applications or viewing requests. 4 bed, 2.5 bath, 2,266 sqft. house in Richland Interior: * Kitchen has lots of counter space/cabinets with eat-at bar, & pantry * Living room has built-in shelving & desk, and a gas fireplace * Primary bedroom has attached bath and dual closets * 3 additional bedrooms and 1 bathroom upstairs * Half bath on the main floor * Hard surface flooring throughout the home  Exterior: * Attached 3-car garage * Fully fenced back yard & deck  Additional Lease Information: * 12 month & 18 month lease term options * No pets  Deposit & Fees Include: $2,036 Refundable Deposit $359 Inspection Fee ","No",,"For Rent",,,,,"12/23/2025","WA",,,"126983070000045","2024",,"Yes","Yes","SINGLE FAMILY R","99352","Yes","Yes",,,,,,"Vacant",,"No","No",,,"0","$3,888.01","Contact Cameron at Kenmore Team Property Management for lockbox information and code. Email:Cameron@Kenmoreteam.com Phone Number: (509)987-7074",,,,,,,"No","12/23/2025",,,,,,"17",,"Ask Agent","Tri City",,,,,,,,,,,,"0",,"12/23/2025 7:36 PM",,,,,,,,"Keene Rd",,,,,,,,,,,,,
"https://cdnparap20.paragonrels.com/ParagonImages/Property/P2/PACMLS/289048/0/120/90/4def6a9fa39a96c05e54c80b6669f227/2/08d6a5f4edc9e3f34045bf204e861e4f/289048-d529d9a6-9c2f-45ed-b129-fa10205eb569.JPG",,"$2,400","Active","3569 W 6th Place","2025",,"2 Story","1,571","0","0.0500","3","3","One","1","1,571","1","1",,"47",,"$1.53","Kennewick","Benton","289048","$2,400",,,"MORAIN STREET TOWNHOMES",,,"47","Residential-Single Family",,"Clearwater (or 10th ave) to Morain - then to 6th Place.","47","No",,,,"11/22/2025",,,"New Townhome - For Rent","No","11/22/2025",,"Y",,,"No","Exclusive Right",,,"11/22/2025",,"New Complete","10/15/2025","Yes","7/1/2025",,"$2,400",,"11/22/2025","Town House","MLS# 289048 New Townhome for Rent - $2400 with a 1 year lease.  3 bedrooms, 3 bathrooms, 1 car garage.  1571 Square feet.","No",,"For Rent",,,,,"11/22/2025","WA",,,"103894120000002","2025",,"Yes","Yes","SINGLE FAMILY R","99336","Yes","Yes",,,,,,"Vacant",,"No","No",,,"0","TBD","Contact LA for more info and a link for your clients to apply.  Seller is a licensed Realtor in WA State",,,,,,,"Yes","11/28/2025",,,,,,"13",,"Jeff Smart LLC","Tri City",,,,,,,,,,,,"1","11/22/2025 9:34 AM","11/22/2025 9:34 AM",,,,,,,,"Morain",,,,,,,,,,,,,
"https://cdnparap20.paragonrels.com/ParagonImages/Property/P2/PACMLS/289344/0/120/90/14fc4015a0051fdaffd22c207e96e9fa/2/40b1c1a2c1a496bbef8d8f8844f08943/289344.JPG",,"$2,500","Active","2026 Venturi Court","1977",,"1 Story","1,800","0","0.0700","2","2","Two","0","1,800","2","0",,"29",,"$1.39","Richland","Benton","289344","$2,500",,"Richland South","MEADOWS NORTH",,,"29","Residential-Single Family",,"Gage Blvd","29","Yes",,,,"12/10/2025",,,"FURNISHED Condo at Meadow Springs Country Club","No","12/10/2025",,"Y",,,"No","Exclusive Right",,,"12/10/2025",,"Existing Construction (Not New)",,"No",,,"$2,500",,"12/10/2025","Condo","MLS# 258989 FULLY FURNISHED AVAILABLE FOR RENT JANUARY 5TH: Newly remodeled condo at Meadow Springs Country Club. 2 Bedrooms, 2 Full bathrooms and 2 car garage. Hardwood flooring, open beam ceilings, new granite counter tops and updated kitchen appliances for ease of living.","No",,"For Rent",,"Richland",,,"12/10/2025","WA",,,"136981030002004","2023",,"Yes","Yes","SINGLE FAMILY R","99352","Yes","Yes",,,,,,"Vacant",,"No","No",,,"0","TBD",,,,,,,,,"12/10/2025",,,,,,"18",,"Barrow","Tri City",,,,,,,,,,,,"0",,"12/10/2025 4:43 PM",,,,,,,,,,,,,,,,,,,,,
"https://cdnparap20.paragonrels.com/ParagonImages/Property/P2/PACMLS/289561/0/120/90/f29615195cafc704dd4b1f022861909f/2/09b439d5dfae498c10ddc6a53bbb07f1/289561-BB5FB14E-6039-4ABC-A972-3E5C89D6D621.JPG",,"$2,595","Active","6988 W 31st Avenue","2020",,"1 Story","1,869","0","0.2000","4","2","Three","0","1,869","1","1",,"9",,"$1.39","Kennewick","Benton","289561","$2,595",,"Kennewick SW","APPLE VALLEY",,,"9","Residential-Single Family",,"GPS directions are accurate","9","Yes",,,,"12/30/2025",,,"Short Term Rental Rental in Kennewick w/Lawn Care","No","12/30/2025",,"Y",,,"No","Exclusive Right",,,"12/30/2025",,"Existing Construction (Not New)",,"No",,,"$2,595",,"12/30/2025","Site Built-Owned Lot","MLS# 289561 MLS# 286823 FOR RENT: Beautiful rambler in South Kennewick’s Apple Valley Estates. Four bedrooms, 2 bathrooms with the primary suite suited away from main living area. Primary suite with large bathroom, walk in closet and spacious granite counters. Main living area is an open concept kitchen/living room design. Thoughtful built ins surround the floor to ceiling gas fireplace. Kitchen is perfect for entertaining with large granite island and walk in pantry. Gas range/oven and stainless appliances complete the finishes. Outside is a covered back patio, fully fenced yard and natural gas stub for a gas BBQ. Finished 3 car garage completes this expansive well-designed home.  Short Term Rental through June of 2026","No",,"For Rent",,"Kennewick",,,"12/30/2025","WA",,,"117892050000004","2025",,"Yes","Yes","SINGLE FAMILY R","99338","Yes","Yes",,,,,,"Vacant",,"No","No",,,"0","TBD","FOR RENT: Call LA for access. No pet/smoking. 12 month lease required. All applicants 18 years or older living in the property will need to be screened. The screening covers: credit, criminal, rental, mortgage and employment history. Please ask your clients about pets and rental terms before showing the property. No short term or month to month leases accepted.",,,,,,,"No","1/7/2026",,,,,,"29",,"Sherman","Tri City",,,,,,,,,,,,"0",,"12/30/2025 11:40 AM",,,,,,,,,,,,,,,,,,,,,
"https://cdnparap20.paragonrels.com/ParagonImages/Property/P2/PACMLS/275701/0/120/90/8952b0d6d26c4a0ee1f84f181699a4c0/2/a981e913b4ebf38c6fe8b9277188d063/275701-9509168c-b81e-4b0a-a547-f9ae2f71dacd.JPG","5/24/2024","$2,695","Sold","6733 Caspian Place","2020","$2,695","1 Story","2,188","0","0.3600","3","3","Three","1","2,188","2","0","5/24/2024","18","Lease","$1.23","West Richland","Benton","275701","$2,695",,,"SUNSET HEIGHTS",,"$1.23","18","Residential-Single Family",,"Keene to Belmont, Quartz, Left @ Cyprus, Troy to Caspian","18","Yes",,,,"5/24/2024",,,"3 Bed/ 2.5 Bath + an Office Home in West Richland!","No","5/25/2024",,"Y",,,"No","Lease",,,"5/6/2024",,"Existing Construction (Not New)",,"No",,,"$2,695",,"5/6/2024","Site Built-Owned Lot","MLS# 275701 Applications and Viewing Requests accepted from OUR WEBSITE ONLY:3 bed, 2.5 bath, + an office 2,188 sqft. in West RichlandInterior:* Kitchen has stainless appliances, stone counter tops, eat-at island, & walk-in pantry* Tall ceilings in living room with gas fireplace & built-in cabinetry* Wine/coffee bar with a wine fridge in the main living area* Primary bedroom is large with attached bath featuring a double vanity, glass enclosed shower, soaker tub, and walk-in closet* 2 additional bedrooms with a jack-and-jill bathroom* Additional half bath and an office* Laundry room has built in cabinets & utility sink* Soft water systemExterior:* Attached 2-car garage, covered parking bay, and detached 3rd garage bay* Covered concrete back patio with views!* Raised garden beds with driplinesAdditional Lease Info:1 year lease termSmall dog friendly upon approval and feeDeposit & Fees Include:$2,001 Refundable Deposit$404 Inspection Fee$290 Carpet Care Fee","No",,"For Rent",,,,,"5/25/2024","WA",,,"101971090000017","2023",,"Yes","Yes","SINGLE FAMILY R","99353","Yes","Yes",,,,,,"None",,"No","No",,,"0","$5,280.14","Contact Cameron at Kenmore Team Property Management for lockbox information and code.  Email: Cameron@Kenmoreteam.com Phone Number: (509)987-7074",,,,,,,,"5/25/2024",,,,,,"14",,"Philip Beard","Tri City",,,,,,,,,,,,"0",,"5/6/2024 10:51 AM",,,,,,,,"Troy",,,,,,,,,,,,,
"https://cdnparap20.paragonrels.com/ParagonImages/Property/P2/PACMLS/289697/0/120/90/01e2cb9f938997b2485d40951eadebce/2/b04359820110847f18827fd110b6888e/289697-50f3e52e-4e01-46a5-9be6-22452f24b67b.JPG",,"$2,995","Active","6579 33rd Place","2017",,"1 Story","1,733","0","0.2300","3","2","Two","0","1,733","1","1",,"0",,"$1.73","Kennewick","Benton","289697","$2,995",,,"SOUTHRIDGE",,,"0","Residential-Single Family",,"S on 395 to Hildebrand, N on Sherman, E on 30th Pl, Non Roosevelt","0","Yes",,,,"1/8/2026",,,"FURNISHED 3 Bed/2 Bath House in South Kennewick","No","1/8/2026",,"Y",,,"No","Lease",,,"1/8/2026",,"Existing Construction (Not New)",,"No",,,"$2,995",,"1/8/2026","Site Built-Owned Lot","We do not accept 3rd paFULLY FURNISHED: 1,733 sqft rambler with 3 bedrooms, 2 baths in Kennewick  Interior: * Large open-concept living area with gas fireplace * Lots of natural light * Stainless steel appliances, breakfast bar, pantry, & tiled backsplash in kitchen * Large primary bedroom with walk-in closet and attached bath with a dual vanity * 2 other bedrooms & 1 bathroom located away from primary bedroom * Laundry room with provided washer & dryer  Exterior: * 2-car attached garage * Fully fenced back yard * Concrete patio in back & storage shed  Additional Lease Information: * Short term lease options available, minimum 3 months * No pets * Property is fully furnished with kitchen items, bathroom items, linens, furniture, etc. * Landscaping is provided  Deposit & Fees Include: $2,356 Refundable Deposit $449 Inspection Fee $190 Non-refundable Carpet Care Fee  Amenities: Landscaping Includedrty applications or viewing requests.","No",,"For Rent",,,,,"1/8/2026","WA",,,"117891030000021","2024",,"Yes","Yes","SINGLE FAMILY R","99338","Yes","Yes",,,,,,"Vacant",,"No","No",,,"0","$3,513.71","Contact Cameron at Kenmore Team Property Management for lockbox information and code. Email:Cameron@Kenmoreteam.com Phone Number: (509)987-7074",,,,,,,"No","1/8/2026",,,,,,"18",,"Ask Agent","Tri City",,,,,,,,,,,,"0",,"1/8/2026 8:34 AM",,,,,,,,"S Roosevelt Place",,,,,,,,,,,,,
"https://cdnparap20.paragonrels.com/ParagonImages/Property/P2/PACMLS/289310/0/120/90/a69792ee4b5ddf29d79ad12d00053600/2/797749ad54d1fd46901d681fe7f39c3e/289310-13ff60d4-6f2a-4703-9ee6-23d9048d43bc.JPG",,"$2,995","Active","208 Wallace Street","1976",,"1 Story w/Basement","3,420","0","0.3500","5","3","Three","0","3,420","1","2",,"31",,"$0.88","Richland","Benton","289310","$2,995",,,"INDIAN VALLEY",,,"31","Residential-Single Family",,"Saint E to Davison, R to W","31","Yes",,,,"12/8/2025",,,"5 Bed/3 Bath + an Office/Bonus Room House","No","12/10/2025",,"Y",,,"No","Lease",,,"12/8/2025",,"Existing Construction (Not New)",,"No",,,"$3,200",,"12/10/2025","Site Built-Owned Lot","MLS# 289310 We do not accept 3rd party applications or viewing requestsLarge 3,420sqft two-story with daylight basement, 5 bedrooms, 3 bathrooms, & an office in North RichlandInterior:* Open kitchen/dining room area with access to the back porch/deck* Living room features a wood burning fireplace and lots of built-in shelving* 3 bedrooms on the main floor including the primary (with a walk in closet!), & 2 full bathrooms* Primary bathroom has stone countertops, standing shower, bedroom has access to back deck* Daylight basement has 2 bedrooms, office/flex room, storage room, additional living room & 1 full bathroom* Additional living room downstairs has a wood burning stove as well, & offers access to the back yard* Laundry room located on the main floorExterior:* Three-car garage attached, additional loft storage* Mature landscapingAdditional Lease Information:* 6 month lease term to start, annual renewals* Pet friendly with approval and a fee/rentDeposit & Fees Include:$2,256 Refundable Deposit$449 Inspection Fee$290 Carpet Care Fee (used at move out)","No",,"For Rent",,,,,"12/8/2025","WA",,,"135081170002001","2024",,"Yes","Yes","SINGLE FAMILY R","99354","Yes","Yes",,,,,,"Vacant",,"Yes","No",,,"0","$4,965.58","Contact Cameron at Kenmore Team Property Management for lockbox information and code. Email:Cameron@Kenmoreteam.com Phone Number: (509)987-7074",,,,,,,"No","12/10/2025",,,,,,"23",,"Ask Agent","Tri City",,,,,,,,,,,,"0",,"12/8/2025 10:08 AM",,,,,,,,"Saint St",,,,,,,,,,,,,
"https://cdnparap20.paragonrels.com/ParagonImages/Property/P2/PACMLS/289652/0/120/90/0b15eaf37b2b2b57c0837cca4ba988d3/2/b8fe9d885ca37768e40866cbbdf9006e/289652-63f695a2-f1f2-4d8e-b633-83a6c26712b0.JPG",,"$3,095","Active","4326 S Anderson Place","2015",,"2 Story","2,801","0","0.1700","4","3","Three","1","2,801","2","0",,"2",,"$1.10","Kennewick","Benton","289652","$3,095",,,"CHERRY CREEK ESTATES",,,"2","Residential-Single Family",,"S Ely, E on 45th, N on Zillah Pl, W on Anderson Pl","2","Yes",,,,"1/6/2026",,,"FURNISHED Kennewick 4 Bed/2.5 Bath House","No","1/6/2026",,"Y",,,"No","Lease",,,"1/6/2026",,"Existing Construction (Not New)",,"No",,,"$3,095",,"1/6/2026","Site Built-Owned Lot","We do not accept 3rd party applications or viewing requests. South Kennewick: 2,801sqft house, 4 bedrooms & 2.5 baths w/ a bonus room.  Interior: * Home comes FURNISHED, wifi also provided, * Open kitchen/living/dining room layout, * Kitchen has eat-at bar, stainless steel appliances, stone countertops & a walk-in pantry, is FURNISHED, * One bedroom and half bath on the main floor, all other bedrooms & bonus room upstairs, * Big mudroom at entry in from garage, * Large primary bedroom with walk-in closet & en suite bathro* Lots of natural lightom - double vanity, tiled standing shower, Exterior: * 3-car garage, 3rd bay is extended, * Covered back patio, * Fully fenced back yard with garden boxes. Additional Lease Information: * Lease term is negotiable, open to short or long, * No pets. Deposit & Fees Include: $2,341 Refundable Deposit, $464 Inspection Fee, $290 Carpet Care Fee. Amenities: Fully Furnished.","No",,"For Rent",,,,,"1/6/2026","WA",,,"114893040001008","2024",,"Yes","Yes","SINGLE FAMILY R","99337","Yes","Yes",,,,,,"Vacant",,"No","No",,,"0","$4,871.46","Contact Cameron at Kenmore Team Property Management for lockbox information and code. Email:Cameron@Kenmoreteam.com Phone Number: (509)987-7074  ",,,,,,,"No","1/6/2026",,,,,,"23",,"Ask Agent","Tri City",,,,,,,,,,,,"0",,"1/6/2026 8:44 AM",,,,,,,,"W 45th Ave",,,,,,,,,,,,,
"https://cdnparap20.paragonrels.com/ParagonImages/Property/P2/PACMLS/285794/0/120/90/ca04bc8a9aa4b9165582d496904f561f/2/b0a1d140a5800277717fcd9037a463a6/285794-c70db034-d037-48ad-ad03-5345f2c20df7.JPG",,"$3,295","Active","2855 Savannah","2025",,"1.5 Story","2,741","0","0.3200","4","3","Three","0","2,741","3","0",,"179",,"$1.20","Richland","Benton","285794","$3,295",,,"SOUTH ORCHARD PHASE 1",,,"382","Residential-Single Family",,"Reata Rd, Southgate Way, Morningside Parkway to Savanna","179","No",,,,"7/13/2025",,,,"No","9/2/2025",,"Y",,,"No","Exclusive Right",,,"7/13/2025",,"Existing Construction (Not New)",,"No",,,"$3,495",,"9/2/2025","Site Built-Owned Lot","FOR RENT, MLS#285794  4 Br, 3 Ba, 3 car garage, a stunning single-story w/bonus residence nestled on a .32-acre lot in the South Orchard community of Richland. The home is a well-designed home that boasts 2,697 square feet of luxurious living space, featuring four spacious bedrooms and three modern baths.  As you step through the impressive entry door, you'll be greeted by an inviting foyer that leads into the center of the home. The designer selection of luxury vinyl plank (LVP) flooring flows through the entry, kitchen, great room, pantry, main floor hall, nook, and powder room.  You will appreciate the gourmet kitchen and the luxurious primary bath. The kitchen is equipped with stainless steel appliances, including a gas range with vent hood, a dishwasher, and a microwave conveniently built into the upper cabinets. 12-month or longer lease, pet with owner approval, with deposit and pet rent.  Move in fees include, but may not be limited to first month’s rent, security deposit equal to rent, $300 carpet fee, application fees, and any other fees/deposits as determined.  All adults 18 and over complete a full standard screening application.  Washer Dryer hook up.  Refrigerator & some window coverings will be included, open yard concept, yard not fenced. small bay garage opener not included. Sq ft per Benton County Renter's liability insurance required.  Please contact us for our screening link for applications.  Directions: New subdivision Reata Rd, Southgate Way, Morningside Parkway to Savanna","No",,"For Rent",,,,,"7/13/2025","WA",,,"104883020000155","2024",,"Yes","Yes","Residential","99354","Yes","Yes",,,,,,"NA",,"No","No","Monarch",,"0","1074",,,,,,,,"Yes","12/18/2025",,,,,,"29",,"Red Deer Properties, LLC","Tri City",,,,,,,,,,,,"0",,"7/13/2025 8:47 AM",,,,,,,,,,,,,,,,,,,,,
"https://cdnparap20.paragonrels.com/ParagonImages/Property/P2/PACMLS/289081/0/120/90/19a54b20af9968439ec8d3c4d982f63b/2/d9b9416e8d3623e54c4f39d871b44341/289081.JPG",,"$3,295","Active","4198 Lolo Way","2023",,"1 Story","1,968","0","0.5200","3","2","Four","0","1,968","2","0",,"44",,"$1.67","Richland","Benton","289081","$3,295",,,"WEST VILLAGE",,,"44","Residential-Single Family",,"Richland Dallas Rd, Trowbridge, Sol duc, Lolo Way","44","Yes",,,,"11/25/2025",,,"West Vinyard Estates 3 br plus den 4 car","No","11/25/2025",,"Y",,,"No","Exclusive Right",,,"11/25/2025",,"Existing Construction (Not New)",,"No",,,"$3,295",,"11/25/2025","Site Built-Owned Lot","FOR RENT: MLS #289081 Split bedroom design, 3 bedrooms, plus office with a deep 4 car garage.  South Richland like new.  This floor plan plan has everything you would want in a rental! Upon entering, you are greeted by a grand entry and lots of natural light. The open concept great room and kitchen are perfect for all of your entertaining needs. 2 bedrooms are tucked away nicely for privacy while the owner's suite is situated on the opposite side of the home. The designated den/office space makes this home a very well-rounded plan. Oh, and don't forget the 4 car tandem garage.  Pets with landlord approval only with pet deposit and monthly pet fee.  Rental includes refrigerator and all kitchen appliances.  Washer/dryer hook up.  12-36 month lease considered. no smoking please.  Move in fees include, but may not limited to first month's rent, security dep, $300 carpet cleaning fee, and application fees for each adult. Open yard concept; no fence.","No",,"For Rent",,,,,"11/25/2025","WA",,,"132983070000033","0000",,"Yes","Yes","Residential","99354","Yes","Yes",,,,,,"n/a",,"No","No",,,"0","0000",,,,,,,,,"11/25/2025",,,,,,"15",,"Red Deer Properties","Tri City",,,,,,,,,,,,"0",,"11/25/2025 7:22 AM",,,,,,,,"Dallas Rd",,,,,,,,,,,,,
"https://cdnparap20.paragonrels.com/ParagonImages/Property/P2/PACMLS/271197/0/120/90/813c2031331aac8fb63a5acd83a49ba8/2/d087772bcf423112288cdbbb56a50a18/271197.JPG","2/13/2024","$3,995","Sold","2607 Falcon Lane","2018","$3,995","1 Story","2,437","0","0.5600","4","3","Three","0","2,437","3","0","2/13/2024","153","Lease","$1.64","Richland","Benton","271197","$3,995",,,"FALCON CREST",,"$1.64","153","Residential-Single Family",,"Gage to Morency to Falcon Crest to Falcon","153","Yes",,,,"2/13/2024",,,,"No","2/13/2024",,"N",,,"No","Exclusive Right",,,"9/13/2023",,"Existing Construction (Not New)",,"No",,,"$5,250",,"1/16/2024","Site Built-Owned Lot","MLS# 271197 Richland: 2,437 sqft house, 4 bedrooms & 3 bathsInterior:* Large kitchen with stone countertops, induction cooktop, wall microwave/oven, oversized fridge, & walk-in pantry* Gas fireplace and built in display shelves in the family room* Lighted trey ceiling in foyer & living room* Huge junior suite or bonus room on second floor with its own bathroom & closet* Primary bedroom has private entrance to patio with views of the Tri-Cities!* Waterfall standing shower & double sinks in primary bathroom & huge walk-in closet* Walk-in closets in the 2nd & 3rd bedrooms* Tons of natural light throughout the home* Tankless water heater & water softener system* Smart switches & house appExterior:* 3 car garage with extended 3rd car bay* Big covered patio out back* Hot tub* Concrete pad - great for a fire pit* Panoramic views of the Tri-Cities Additional Lease Information: * 6 month lease term to start, 12 month renewals * pet friendly with approval & fee  Deposit & Fees Include: $3,106 Refundable Deposit $599 Inspection Fee $290 Carpet Care Fee (used at move out)","No",,"For Rent",,,,,"2/13/2024","WA",,,"135983040000014","NA",,"Yes","Yes","Residential","99352","Yes","Yes",,,,,,"vacant",,"No","No",,,"0","NA","Please contact Brett for showing and lockbox code.",,,,,,,,"2/13/2024",,,,,,"7",,"Powell","Tri City",,,,,,,,,,,,"0",,"9/13/2023 3:36 PM",,,,,,,,,,,,,,,,,,,,,
"https://cdnparap20.paragonrels.com/ParagonImages/Property/P2/PACMLS/287406/0/120/90/e0518a703539df5d484353bd065a7ad5/2/887fd4fb9b782e63296ac4d0f9d6565d/287406.JPG","1/20/2026","$3,999","Pending Inspect/Feasib","3923 Highview St","2023",,"1 Story w/ bonus room","3,272","0","0.2400","4","3","Three","0","3,272","3","0","12/13/2025","94",,"$1.22","Richland","Benton","287406","$3,999","10,454","Richland South","GOOSERIDGE ESTATES",,,"347","Residential-Single Family","Not Applicable","Malbec to Highview","94","No","No",,,"12/13/2025",,"164 (Q)"," Generational suite w/separate entrance!","No","12/13/2025",,"Y",,,"Yes","Exclusive Right",,,"9/10/2025",,"Existing Construction (Not New)",,"No",,,"$3,999",,"9/10/2025","Site Built-Owned Lot","MLS# 287406 Extraordinary 1 story home with a HUGE bonus room & In-law suite with separate entrance! Located in Goose Ridge Estates, Richland’s newest premier neighborhood! This home boasts 3,272 square feet of light-filled living spaces (with an additional 685 sqft garage!). The open-concept floor plan offers 4 generously sized bedrooms, large den with glass doors, 3 baths, great room, formal dining room, a huge bonus room plus separate quarters that could be used for multigenerational living or a rental!  Thoughtful design choices include vaulted ceilings, custom blinds on all windows, hardwood floors in all living areas, and Mohawk carpet in bedrooms. The open kitchen is ready for the gourmet with an oversized island, quartz counters, top-of-the-line appliances, soft-close cabinets, designer lighting, floating shelves, stainless steel Elica hood, full-height tile backsplash, and walk-in pantry plus tons of storage in the island. The great room is flanked by extra-large windows and custom blinds are found throughout the home. The warm and inviting gas fireplace features a shiplap surround. The spacious master suite is a true retreat with a double-door entry and loads of sunshine. The luxe master bath boasts a free-standing bathtub situated next to a floor-to-ceiling tiled walk-in shower, dual vanities, soft-close cabinets, and quartz backsplash. Bathrooms & laundry room have tile flooring, window apron and sills, and 3.5-foot door casings with headers. Fire suppression system throughout. Gigantic bonus room with its own mini-kitchen including quartz counters, undermounted sink and microwave. The in-law suite has a it's own exterior entrance and offers everything needed for easy living including a cozy kitchen with stainless steel fridge, convection microwave, dishwasher, quartz countertops and wood flooring, stackable laundry space, comfortable bedroom, and a private bathroom! The charming exterior is highlighted by board & batten siding, exterior black windows, designer front door, finished garage with insulated garage doors, keyless entry and patio to enjoy the beautiful vistas. Hybrid hot water heater, 95% efficiency gas furnace with 2-ton air conditioning, and the home is pre-wired for solar power & Energy Star certified. Fully landscaped with enclosed masonry fencing.  Easy access to the Country Mercantile and freeway. Don’t forget the wineries right around the corner!","No",,"For Rent","Lots of high-end appliances! See notes!","Richland",,,"12/13/2025","WA",,"No","132981030000087","2025",,"Yes","Yes","Residential","99352","Yes","Yes","https://vimeo.com/user61612495/review/797564996/718e8e5534","https://my.matterport.com/show/?m=LgdnEsS7YGB&mls=1","Cash, Conventional, FHA, VA","No","33372983","Vacant",,"No","No","ENW Homes",,"3","6991.92","12 month lease only. Please call for link to application. Deposit is $3999, pet fee is $400 per pet up to 3 pets. Landlord pays HOA dues, all other utilities are the responsibility of the tenant.",,"Yes",,,"7X8","M","No","12/13/2025",,,"Chicago Title & Escrow",,,"48","Call LA","Gregory & Cynthia Bradford","Tri City",,"Call LA","@ Front Door","17X22","M","14X11","M",,"14x14",,,"0",,"9/10/2025 3:35 PM","10",,,"22X11",,,,"Malbec","M","9X11","M","M",,"13X19","M","11X13","M","11X13","M","10X10","U"
"https://cdnparap20.paragonrels.com/ParagonImages/Property/P2/PACMLS/288892/0/120/90/b045d89a13e0da20f6007cebacd680b0/2/7deb0249b755a1ec75f09c967f0451f9/288892-034682f0-e7ec-4053-9ca2-91d3a61f0d11.JPG","12/30/2025","$15,000","Sold","3324 19th ave #88","1979","$15,000","1 Story","924","0","0.0000","2","1","None","0","924","2","0","11/20/2025","6","Cash","$16.23","Kennewick","Benton","288892","$20,000",,,"NONE/NA","n/a","$16.23","6","Residential-Single Family",,"left off of 19th","5","Yes","No",,,"11/20/2025",,,,"No","1/2/2026",,"Y",,,"Yes","Exclusive Right",,,"11/14/2025","Fleetwood/Festival","Existing Construction (Not New)",,"No",,,"$20,000",,"1/2/2026","Manufactured Rented Lot","MLS# 288892 Great opportunity for an owner-occupant willing to renovate! This $20K as-is fixer-upper trailer needs a full overhaul but offers strong value for someone ready to put in sweat equity. Park does not allow rentals—no investors looking for rentals. Cash or private financing only. Buyer to verify all details.","No","Yes","For Sale",,"Kennewick",,,"1/2/2026","WA",,,"40MW89100000000","2023",,"Yes","Yes","Mobile Home Park","99337","Yes","Yes",,,,,"33674443","vacant",,"No","No",,"Yes","0","15","contact Jason Tucker 509-519-7101, appointment only, to be opened by listing agent",,,,,,,"Yes","1/2/2026","88",,,,,"1",,"Elizabeth M Weinkauf","Tri City",,,,,,,,,,,,"0",,"11/15/2025 1:15 PM",,,,,,,,,,,,,,,,,,,,,
